no	code	name	lambda	alpha	delta	da	dd	vel	a	q	e	peri	node	i
760	OCD	Octantids	26.00	294.10	-77.40	2.61	0.41	31.90	0.97	0.80	0.17	112.70	206.00	65.10
762	OPA	ο Pavonids	46.00	315.50	-69.90	0.21	-0.02	31.00	0.88	0.60	0.31	133.60	226.00	64.50
763	UPA	υ Pavonids	54.00	309.00	-65.30	1.02	0.69	31.00	0.86	0.47	0.45	135.80	234.00	63.50
764	TEL	Telescopiids	63.00	291.00	-53.60	2.51	-0.27	31.90	0.94	0.27	0.71	139.50	243.00	55.50
765	ASG	α Sagittariids	78.00	295.60	-41.20	2.38	-0.01	30.50	1.03	0.19	0.81	143.80	258.00	36.00
766	BAD	β Aquilids	81.00	298.50	4.60	0.90	0.05	31.00	0.88	0.19	0.78	328.10	81.00	49.90
767	APH	α Phoenicids	101.00	4.30	-40.50	0.66	0.66	27.10	0.70	0.28	0.60	159.30	281.00	58.60
768	ZPH	ζ Phoenicids	105.00	13.70	-52.80	0.84	0.42	41.70	2.14	0.82	0.62	60.30	285.00	76.90
769	PPH	ψ Phoenicids	111.00	30.10	-46.90	0.84	0.59	37.60	1.26	0.89	0.29	63.30	291.00	74.80
770	LCA	λ Caelids	195.00	75.20	-32.90	-0.02	0.73	40.50	2.67	0.82	0.69	55.50	15.00	71.10
771	SCO	σ Columbids	199.00	89.30	-30.30	0.11	0.42	39.30	1.39	0.88	0.37	57.00	19.00	75.80
772	GSE	γ Sextantids	199.00	150.10	-10.00	1.00	-0.60	27.50	0.74	0.15	0.79	204.00	19.00	38.40
773	THP	3 Puppids	200.00	115.40	-33.50	1.08	0.03	32.90	0.96	0.79	0.18	248.50	20.00	67.00
774	ECM	η Canis Majorids	201.00	108.40	-34.10	0.11	0.03	33.90	1.02	0.95	0.06	284.10	21.00	68.70
775	OBP	October β Pyxidids	207.00	126.80	-34.80	0.53	-0.10	33.40	0.99	0.71	0.28	252.10	27.00	66.70
776	OAP	October α Pyxidids	211.00	135.20	-34.60	0.60	0.08	32.40	0.94	0.59	0.37	240.50	31.00	64.30
777	OPU	October Puppids	212.00	125.00	-36.40	-0.16	-0.13	31.90	0.94	0.75	0.21	243.40	32.00	64.70
778	ZAN	ζ Antliids	212.00	143.50	-31.00	0.89	-0.27	32.40	0.89	0.44	0.51	229.20	32.00	63.50
779	OLV	October λ Velids	221.00	132.80	-38.10	1.39	-0.45	33.90	0.99	0.76	0.23	256.30	41.00	68.00
780	NPU	November Puppids	224.00	125.10	-40.50	1.41	-0.51	35.40	1.17	0.96	0.18	322.60	44.00	69.20
781	NLV	November λ Velids	232.00	132.90	-43.80	-0.01	-0.29	36.50	1.28	0.94	0.26	320.20	52.00	69.90
782	IAD	ι Arids	250.00	261.50	-48.30	1.24	-0.30	21.30	5.44	0.76	0.86	300.60	70.00	14.50
783	ILU	ι Lupids	271.00	213.00	-46.10	1.58	-0.36	37.00	1.05	0.27	0.74	225.10	91.00	66.20
784	KVE	κ Velids	276.00	141.10	-51.00	1.24	-0.48	40.50	2.08	0.97	0.54	19.10	96.00	72.90
785	TCD	thη Carinids	276.00	156.80	-59.20	2.13	-0.13	41.70	2.38	0.97	0.60	342.20	96.00	74.50
786	SXP	6 Puppids	277.00	119.70	-17.20	0.47	-0.22	39.90	3.72	0.46	0.88	98.00	97.00	58.60
787	KVO	κ Volantids	280.00	121.10	-72.70	-1.42	-0.64	29.60	2.72	0.97	0.64	346.70	100.00	49.10
788	NHR	9 Herculids	282.00	243.20	4.30	0.04	-0.34	38.10	1.08	0.19	0.83	37.80	282.00	65.60
789	JMV	January μ Velids	287.00	166.00	-51.10	0.92	-0.13	34.90	0.88	0.78	0.12	172.40	107.00	73.10
790	PVL	ψ Velids	288.00	142.60	-42.60	1.05	-0.45	41.70	2.00	0.81	0.59	57.60	108.00	75.00
791	IAN	ι Antliids	302.00	162.90	-36.20	0.06	-0.73	36.50	0.86	0.41	0.52	133.80	122.00	75.40
792	MBE	March β Equuleids	359.00	320.90	5.00	-0.01	-0.01	45.60	4.17	0.15	0.97	42.80	359.00	68.80
793	KCA	κ Cancrids	289.50	137.80	8.90	0.00	0.00	47.30	999.99	0.06	1.00	152.60	109.50	35.00
794	GLY	γ Lyrids	316.50	285.00	33.70	0.00	0.00	37.00	100.00	0.78	0.99	125.70	316.50	54.60
795	SUR	September Ursae Majorids	170.50	196.00	59.80	1.00	-0.90	33.60	21.00	0.84	0.96	131.30	170.50	48.60
796	SED	September ε Draconids	187.00	296.00	71.00	0.00	0.00	27.10	3.25	0.99	0.69	195.50	186.60	44.10
797	EGR	ε Gruids	80.20	342.20	-51.60	0.70	0.00	52.67	7.40	0.73	0.87	66.17	260.41	93.03
798	ACD	August Caelids	130.50	70.00	-38.30	0.70	-0.30	44.50	5.70	1.00	0.80	343.00	313.00	78.70
799	NEC	November Cetids	233.60	14.92	-11.40	0.30	-0.30	9.89	2.29	0.91	0.62	24.23	53.60	5.50
800	JCT	July Cetids	110.40	19.48	-7.70	0.90	0.50	66.20	3.86	0.99	0.73	20.00	290.00	153.70
801	JCD	June Cetids	88.70	20.13	-23.23	1.30	0.00	62.52	9.30	0.92	0.91	330.05	268.71	128.46
802	ADS	June Aquariids	91.70	333.60	-18.46	1.00	0.40	60.89	9.00	0.44	0.82	115.53	271.68	160.02
803	LSA	λ Sagitariids	74.20	276.85	-24.76	0.60	0.10	35.15	2.20	0.16	0.92	138.80	254.23	6.06
804	DGR	δ2 Gruids	91.30	339.09	-43.41	0.00	0.00	53.12	6.92	0.52	0.92	91.66	271.29	102.14
805	GSC	γ Sculptorids	86.60	348.21	-28.42	0.70	0.50	63.54	8.64	0.77	0.89	60.33	266.55	138.45
806	SGI	June Sagittariids	72.80	277.58	-20.37	0.60	0.00	37.51	2.91	0.12	0.95	324.13	72.84	4.88
807	FLO	February Leonids	329.60	166.57	4.13	0.60	-0.20	32.44	2.18	0.26	0.88	125.51	149.57	4.06
808	PCS	φ Capricornids	226.90	318.09	-19.26	-0.20	0.40	7.06	1.84	0.98	0.47	349.43	46.90	3.12
809	USG	φ Ophiuchids	50.70	251.03	-17.46	0.40	-0.04	35.73	2.45	0.17	0.93	317.06	50.74	6.78
810	XCD	October Cetids	187.50	37.99	7.67	0.20	0.30	39.75	3.29	0.07	0.96	152.60	7.46	27.40
811	LCP	λ Capricornids	202.10	326.12	-11.74	0.60	0.00	6.37	1.72	0.98	0.43	13.76	22.15	2.63
812	NAA	November α Aurigids	231.38	80.64	47.24	0.10	0.00	45.05	16.42	0.22	0.96	304.45	231.38	65.12
813	OAC	October α Camelopardalids	213.60	56.47	64.46	0.90	0.10	43.37	12.80	0.59	0.92	261.05	213.63	69.80
814	CVD	January Canum Venaticids	304.40	185.86	40.48	0.00	0.00	47.37	7.49	0.52	0.92	269.19	304.43	79.28
815	UMS	August Ursae Majorids	154.70	146.26	63.90	0.00	0.00	41.20	16.22	0.65	0.94	105.53	154.69	63.58
816	CVT	February Canum Venaticids	331.80	195.72	36.09	0.00	0.00	39.96	7.73	0.51	0.92	269.96	331.80	56.50
817	PCI	42 Piscids	135.60	7.10	12.44	0.50	0.30	59.72	6.02	0.27	0.95	300.51	135.65	155.74
818	OAG	October Aurigids	205.00	70.24	35.53	0.40	0.10	56.19	12.07	0.16	0.97	314.16	205.04	130.65
819	SPS	σ Perseids	182.30	51.51	47.38	0.00	-0.10	55.37	3.23	0.51	0.83	274.85	182.29	115.54
820	TRD	October Taurids	192.40	69.81	12.46	0.60	0.00	60.90	15.07	0.31	0.95	114.59	12.45	153.49
821	DRP	December ρ Puppids	251.20	124.40	-24.20	0.40	-0.10	53.67	10.23	0.79	0.91	54.41	71.23	97.11
61	TAH	τ Herculids 2023	69.40	208.60	27.70	-0.10	0.90	11.90	3.00	0.99	0.66	200.00	69.24	10.80
